Location,data_storage_needed,Time_Critical,Class
Near_to_Fog,64121,No,Cloud
Only_to_Cloud,48709,Yes,Cloud
Only_to_Cloud,37465,No,Cloud
Near_to_Fog,79441,Yes,Fog
Near_to_Fog,93598,No,Cloud
Near_to_Fog,92395,No,Cloud
Near_to_Fog,90911,No,Cloud
Near_to_Fog,20522,Yes,Fog
Only_to_Cloud,58768,Yes,Cloud
Only_to_Cloud,5654,No,Cloud
Only_to_Cloud,80884,Yes,Cloud
Only_to_Cloud,57719,Yes,Cloud
Near_to_Fog,10747,No,Cloud
Only_to_Cloud,95704,No,Cloud
Only_to_Cloud,30301,No,Cloud
Near_to_Fog,22879,Yes,Fog
Near_to_Fog,37457,No,Cloud
Near_to_Fog,50951,Yes,Fog
Near_to_Fog,8027,Yes,Fog
Only_to_Cloud,16337,Yes,Cloud
Near_to_Fog,51064,Yes,Fog
Near_to_Fog,31423,No,Cloud
Near_to_Fog,70604,Yes,Fog
Near_to_Fog,70113,No,Cloud
Only_to_Cloud,45434,No,Cloud
Only_to_Cloud,4787,Yes,Cloud
Near_to_Fog,9870,No,Cloud
Near_to_Fog,31238,No,Cloud
Near_to_Fog,51505,No,Cloud
Near_to_Fog,65635,No,Cloud
Only_to_Cloud,7056,Yes,Cloud
Near_to_Fog,24491,Yes,Fog
Near_to_Fog,99729,No,Cloud
Near_to_Fog,59895,Yes,Fog
Near_to_Fog,71888,Yes,Fog
Near_to_Fog,40783,No,Cloud
Only_to_Cloud,49802,Yes,Cloud
Near_to_Fog,28373,No,Cloud
Near_to_Fog,24511,No,Cloud
Near_to_Fog,97649,Yes,Fog
Near_to_Fog,96452,Yes,Fog
Near_to_Fog,53069,No,Cloud
Near_to_Fog,59065,No,Cloud
Near_to_Fog,26085,Yes,Fog
Only_to_Cloud,36748,No,Cloud
Near_to_Fog,20565,Yes,Fog
Near_to_Fog,35548,Yes,Fog
Only_to_Cloud,50044,Yes,Cloud
Only_to_Cloud,1076,Yes,Cloud
Only_to_Cloud,9619,No,Cloud
Near_to_Fog,14920,No,Cloud
Near_to_Fog,87370,Yes,Fog
Near_to_Fog,42372,No,Cloud
Only_to_Cloud,3919,Yes,Cloud
Near_to_Fog,36844,Yes,Fog
Only_to_Cloud,73425,No,Cloud
Near_to_Fog,89983,No,Cloud
Only_to_Cloud,7836,Yes,Cloud
Only_to_Cloud,79676,No,Cloud
Near_to_Fog,98292,Yes,Fog
Only_to_Cloud,66399,Yes,Cloud
Only_to_Cloud,65846,Yes,Cloud
Only_to_Cloud,10948,No,Cloud
Near_to_Fog,7223,Yes,Fog
Near_to_Fog,6074,No,Cloud
Only_to_Cloud,1647,No,Cloud
Near_to_Fog,36135,Yes,Fog
Only_to_Cloud,67458,No,Cloud
Only_to_Cloud,61334,Yes,Cloud
Only_to_Cloud,20516,Yes,Cloud
Near_to_Fog,42899,Yes,Fog
Only_to_Cloud,26502,Yes,Cloud
Near_to_Fog,74921,No,Cloud
Only_to_Cloud,91136,No,Cloud
Near_to_Fog,52460,Yes,Fog
Near_to_Fog,44302,Yes,Fog
Near_to_Fog,94589,No,Cloud
Only_to_Cloud,65514,Yes,Cloud
Only_to_Cloud,68501,Yes,Cloud
Only_to_Cloud,2535,Yes,Cloud
Only_to_Cloud,8561,Yes,Cloud
Near_to_Fog,6478,Yes,Fog
Only_to_Cloud,13127,Yes,Cloud
Near_to_Fog,92127,Yes,Fog
Only_to_Cloud,64089,No,Cloud
Near_to_Fog,68331,No,Cloud
Near_to_Fog,78403,Yes,Fog
Near_to_Fog,7511,No,Cloud
Only_to_Cloud,82647,Yes,Cloud
Only_to_Cloud,88168,Yes,Cloud
Near_to_Fog,75713,Yes,Fog
Only_to_Cloud,79350,Yes,Cloud
Only_to_Cloud,36678,No,Cloud
Only_to_Cloud,12449,Yes,Cloud
Near_to_Fog,76302,Yes,Fog
Near_to_Fog,15108,Yes,Fog
Only_to_Cloud,64173,No,Cloud
Near_to_Fog,63913,Yes,Fog
Only_to_Cloud,83814,No,Cloud
Near_to_Fog,69816,Yes,Fog
Near_to_Fog,48948,Yes,Fog
Near_to_Fog,71801,Yes,Fog
Near_to_Fog,32738,No,Cloud
Only_to_Cloud,48564,No,Cloud
Only_to_Cloud,33537,No,Cloud
Only_to_Cloud,59614,Yes,Cloud
Only_to_Cloud,55790,No,Cloud
Only_to_Cloud,44060,Yes,Cloud
Near_to_Fog,46463,Yes,Fog
Near_to_Fog,10456,No,Cloud
Near_to_Fog,93741,No,Cloud
Near_to_Fog,17953,Yes,Fog
Only_to_Cloud,25131,No,Cloud
Only_to_Cloud,66357,Yes,Cloud
Only_to_Cloud,2738,No,Cloud
Only_to_Cloud,70270,Yes,Cloud
Only_to_Cloud,35800,Yes,Cloud
Only_to_Cloud,75958,Yes,Cloud
Near_to_Fog,36650,No,Cloud
Near_to_Fog,5669,Yes,Fog
Only_to_Cloud,39400,Yes,Cloud
Near_to_Fog,71106,Yes,Fog
Only_to_Cloud,31378,Yes,Cloud
Near_to_Fog,62399,No,Cloud
Only_to_Cloud,76670,Yes,Cloud
Near_to_Fog,89271,No,Cloud
Near_to_Fog,52587,No,Cloud
Near_to_Fog,42608,Yes,Fog
Near_to_Fog,65420,No,Cloud
Near_to_Fog,24747,Yes,Fog
Only_to_Cloud,92345,No,Cloud
Near_to_Fog,53320,No,Cloud
Only_to_Cloud,28205,Yes,Cloud
Near_to_Fog,92368,No,Cloud
Only_to_Cloud,1565,Yes,Cloud
Near_to_Fog,51406,Yes,Fog
Near_to_Fog,65222,Yes,Fog
Near_to_Fog,86160,No,Cloud
Only_to_Cloud,48777,Yes,Cloud
Near_to_Fog,15810,No,Cloud
Near_to_Fog,59622,Yes,Fog
Near_to_Fog,28604,No,Cloud
Near_to_Fog,50071,No,Cloud
Only_to_Cloud,18299,No,Cloud
Only_to_Cloud,62333,No,Cloud
Near_to_Fog,43287,Yes,Fog
Near_to_Fog,30609,Yes,Fog
Near_to_Fog,84599,Yes,Fog
Near_to_Fog,10792,No,Cloud
Near_to_Fog,69875,No,Cloud
Only_to_Cloud,73769,No,Cloud
Only_to_Cloud,81660,No,Cloud
Only_to_Cloud,85764,Yes,Cloud
Only_to_Cloud,79197,Yes,Cloud
Only_to_Cloud,55697,Yes,Cloud
Near_to_Fog,56177,No,Cloud
Only_to_Cloud,8926,No,Cloud
Only_to_Cloud,19619,Yes,Cloud
Near_to_Fog,73370,No,Cloud
Near_to_Fog,31053,No,Cloud
Only_to_Cloud,97412,Yes,Cloud
Near_to_Fog,4130,Yes,Fog
Near_to_Fog,47919,No,Cloud
Near_to_Fog,88313,Yes,Fog
Near_to_Fog,14358,No,Cloud
Near_to_Fog,67915,Yes,Fog
Near_to_Fog,33015,Yes,Fog
Near_to_Fog,73085,No,Cloud
Only_to_Cloud,51112,No,Cloud
Near_to_Fog,57982,Yes,Fog
Near_to_Fog,68875,No,Cloud
Near_to_Fog,24617,Yes,Fog
Near_to_Fog,54533,Yes,Fog
Near_to_Fog,14515,Yes,Fog
Near_to_Fog,42502,No,Cloud
Near_to_Fog,62309,No,Cloud
Only_to_Cloud,41356,No,Cloud
Only_to_Cloud,74854,No,Cloud
Near_to_Fog,31994,Yes,Fog
Near_to_Fog,65798,Yes,Fog
Only_to_Cloud,23101,No,Cloud
Near_to_Fog,63430,No,Cloud
Only_to_Cloud,93655,No,Cloud
Only_to_Cloud,13899,No,Cloud
Only_to_Cloud,82999,Yes,Cloud
Near_to_Fog,86182,No,Cloud
Near_to_Fog,36314,Yes,Fog
Only_to_Cloud,64693,No,Cloud
Near_to_Fog,68466,No,Cloud
Near_to_Fog,37772,Yes,Fog
Near_to_Fog,49793,Yes,Fog
Only_to_Cloud,9017,No,Cloud
Only_to_Cloud,16878,Yes,Cloud
Only_to_Cloud,37086,Yes,Cloud
Only_to_Cloud,56122,Yes,Cloud
Near_to_Fog,37343,No,Cloud
Near_to_Fog,43091,No,Cloud
Near_to_Fog,76025,No,Cloud
Near_to_Fog,15095,No,Cloud
Near_to_Fog,21882,Yes,Fog
Near_to_Fog,15254,Yes,Fog
Near_to_Fog,78303,No,Cloud
Only_to_Cloud,45566,Yes,Cloud
Near_to_Fog,52334,Yes,Fog
Only_to_Cloud,37313,Yes,Cloud
Only_to_Cloud,64863,Yes,Cloud
Near_to_Fog,82960,Yes,Fog
Only_to_Cloud,6383,No,Cloud
Near_to_Fog,10154,No,Cloud
Near_to_Fog,10319,No,Cloud
Only_to_Cloud,59427,Yes,Cloud
Only_to_Cloud,59580,No,Cloud
Near_to_Fog,71086,No,Cloud
Only_to_Cloud,85553,No,Cloud
Near_to_Fog,69199,Yes,Fog
Near_to_Fog,4826,No,Cloud
Only_to_Cloud,33106,No,Cloud
Near_to_Fog,93833,No,Cloud
Only_to_Cloud,18554,Yes,Cloud
Near_to_Fog,18042,Yes,Fog
Only_to_Cloud,50707,No,Cloud
Near_to_Fog,27536,No,Cloud
Only_to_Cloud,48309,No,Cloud
Near_to_Fog,34654,No,Cloud
Only_to_Cloud,72893,Yes,Cloud
Near_to_Fog,85862,Yes,Fog
Near_to_Fog,21797,No,Cloud
Only_to_Cloud,72677,Yes,Cloud
Only_to_Cloud,68653,Yes,Cloud
Only_to_Cloud,11294,Yes,Cloud
Near_to_Fog,28639,No,Cloud
Only_to_Cloud,20947,Yes,Cloud
Near_to_Fog,74453,Yes,Fog
Near_to_Fog,86657,No,Cloud
Near_to_Fog,50286,Yes,Fog
Near_to_Fog,7939,No,Cloud
Only_to_Cloud,59941,Yes,Cloud
Near_to_Fog,99893,Yes,Fog
Only_to_Cloud,48400,No,Cloud
Near_to_Fog,61219,No,Cloud
Only_to_Cloud,1644,No,Cloud
Near_to_Fog,82159,No,Cloud
Only_to_Cloud,20018,No,Cloud
Near_to_Fog,42452,No,Cloud
Only_to_Cloud,177,Yes,Cloud
Near_to_Fog,47097,No,Cloud
Near_to_Fog,74719,Yes,Fog
Only_to_Cloud,5422,No,Cloud
Near_to_Fog,36392,No,Cloud
Near_to_Fog,3177,No,Cloud
Only_to_Cloud,26049,No,Cloud
Only_to_Cloud,83221,Yes,Cloud
Only_to_Cloud,77843,No,Cloud
Only_to_Cloud,32684,No,Cloud
Near_to_Fog,17635,No,Cloud
Only_to_Cloud,20324,No,Cloud
Only_to_Cloud,76087,No,Cloud
Only_to_Cloud,2692,No,Cloud
Only_to_Cloud,67720,Yes,Cloud
Only_to_Cloud,47477,No,Cloud
Near_to_Fog,78225,No,Cloud
Near_to_Fog,32120,No,Cloud
Near_to_Fog,87010,No,Cloud
Near_to_Fog,60321,No,Cloud
Near_to_Fog,65792,Yes,Fog
Near_to_Fog,75445,Yes,Fog
Only_to_Cloud,72794,Yes,Cloud
Only_to_Cloud,29074,Yes,Cloud
Only_to_Cloud,83062,Yes,Cloud
Only_to_Cloud,43515,Yes,Cloud
Near_to_Fog,92245,Yes,Fog
Near_to_Fog,65426,No,Cloud
Only_to_Cloud,95761,Yes,Cloud
Only_to_Cloud,90841,Yes,Cloud
Near_to_Fog,55274,Yes,Fog
Only_to_Cloud,64387,Yes,Cloud
Only_to_Cloud,52035,No,Cloud
Near_to_Fog,95000,Yes,Fog
Near_to_Fog,81699,Yes,Fog
Only_to_Cloud,28965,No,Cloud
Only_to_Cloud,24022,No,Cloud
Near_to_Fog,20055,No,Cloud
Near_to_Fog,77270,Yes,Fog
Near_to_Fog,57552,Yes,Fog
Near_to_Fog,31891,Yes,Fog
Only_to_Cloud,79178,Yes,Cloud
Near_to_Fog,7628,Yes,Fog
Near_to_Fog,4054,Yes,Fog
Near_to_Fog,90957,No,Cloud
Only_to_Cloud,4146,No,Cloud
Only_to_Cloud,32205,No,Cloud
Near_to_Fog,93927,Yes,Fog
Near_to_Fog,71290,Yes,Fog
Near_to_Fog,3394,No,Cloud
Only_to_Cloud,98625,No,Cloud
Near_to_Fog,31776,Yes,Fog
Only_to_Cloud,98992,Yes,Cloud
Only_to_Cloud,99727,No,Cloud
Near_to_Fog,94274,Yes,Fog
Near_to_Fog,34372,No,Cloud
Near_to_Fog,48983,Yes,Fog
Near_to_Fog,28041,No,Cloud
Only_to_Cloud,85367,Yes,Cloud
Only_to_Cloud,94459,Yes,Cloud
Near_to_Fog,36898,Yes,Fog
Only_to_Cloud,78956,No,Cloud
Near_to_Fog,57633,Yes,Fog
Near_to_Fog,6119,No,Cloud
Near_to_Fog,14965,No,Cloud
Near_to_Fog,41739,No,Cloud
Near_to_Fog,51990,No,Cloud
Near_to_Fog,24514,Yes,Fog
Near_to_Fog,26516,No,Cloud
Only_to_Cloud,26231,No,Cloud
Near_to_Fog,98736,No,Cloud
Near_to_Fog,80715,Yes,Fog
Near_to_Fog,5138,Yes,Fog
Only_to_Cloud,53699,No,Cloud
Only_to_Cloud,58814,No,Cloud
Near_to_Fog,78116,No,Cloud
Near_to_Fog,64420,Yes,Fog
Near_to_Fog,7234,No,Cloud
Near_to_Fog,73987,No,Cloud
Near_to_Fog,88872,No,Cloud
Only_to_Cloud,29726,No,Cloud
Only_to_Cloud,5387,Yes,Cloud
Only_to_Cloud,56280,No,Cloud
Near_to_Fog,18882,No,Cloud
Only_to_Cloud,90645,Yes,Cloud
Only_to_Cloud,17619,No,Cloud
Near_to_Fog,63165,Yes,Fog
Near_to_Fog,27532,Yes,Fog
Only_to_Cloud,44789,Yes,Cloud
Only_to_Cloud,36792,Yes,Cloud
Only_to_Cloud,27444,Yes,Cloud
Only_to_Cloud,23405,Yes,Cloud
Only_to_Cloud,12479,Yes,Cloud
Near_to_Fog,52651,Yes,Fog
Only_to_Cloud,38280,Yes,Cloud
Only_to_Cloud,29973,No,Cloud
Only_to_Cloud,6428,No,Cloud
Only_to_Cloud,12869,No,Cloud
Near_to_Fog,7043,No,Cloud
Only_to_Cloud,97370,Yes,Cloud
Near_to_Fog,80519,No,Cloud
Near_to_Fog,77684,No,Cloud
Near_to_Fog,57029,Yes,Fog
Near_to_Fog,23290,No,Cloud
Near_to_Fog,71449,No,Cloud
Only_to_Cloud,12587,Yes,Cloud
Only_to_Cloud,5206,Yes,Cloud
Only_to_Cloud,49737,Yes,Cloud
Only_to_Cloud,36268,No,Cloud
Near_to_Fog,63680,No,Cloud
Only_to_Cloud,90892,Yes,Cloud
Only_to_Cloud,17736,No,Cloud
Only_to_Cloud,46239,No,Cloud
Near_to_Fog,92808,No,Cloud
Only_to_Cloud,81890,Yes,Cloud
Near_to_Fog,7331,No,Cloud
Only_to_Cloud,64656,No,Cloud
Only_to_Cloud,88565,Yes,Cloud
Only_to_Cloud,15357,Yes,Cloud
Near_to_Fog,54389,No,Cloud
Near_to_Fog,53439,Yes,Fog
Only_to_Cloud,6555,Yes,Cloud
Only_to_Cloud,9217,No,Cloud
Only_to_Cloud,10838,Yes,Cloud
Only_to_Cloud,52223,Yes,Cloud
Only_to_Cloud,41194,No,Cloud
Only_to_Cloud,47334,No,Cloud
Only_to_Cloud,88051,No,Cloud
Near_to_Fog,20631,No,Cloud
Near_to_Fog,52266,Yes,Fog
Only_to_Cloud,9491,No,Cloud
Only_to_Cloud,11431,No,Cloud
Near_to_Fog,72773,No,Cloud
Only_to_Cloud,35793,Yes,Cloud
Near_to_Fog,78414,No,Cloud
Near_to_Fog,87309,Yes,Fog
Only_to_Cloud,27810,Yes,Cloud
Near_to_Fog,88759,No,Cloud
Only_to_Cloud,15574,No,Cloud
Near_to_Fog,60805,Yes,Fog
Near_to_Fog,66043,No,Cloud
Only_to_Cloud,41721,No,Cloud
Near_to_Fog,33059,No,Cloud
Only_to_Cloud,64637,No,Cloud
Only_to_Cloud,7424,No,Cloud
Near_to_Fog,19052,No,Cloud
Only_to_Cloud,9206,No,Cloud
Near_to_Fog,5941,No,Cloud
Near_to_Fog,17384,No,Cloud
Near_to_Fog,97166,No,Cloud
Near_to_Fog,74978,Yes,Fog
Only_to_Cloud,63925,Yes,Cloud
Only_to_Cloud,44110,No,Cloud
Near_to_Fog,14605,No,Cloud
Only_to_Cloud,35822,Yes,Cloud
Near_to_Fog,48561,Yes,Fog
Near_to_Fog,91066,Yes,Fog
Only_to_Cloud,55798,Yes,Cloud
Only_to_Cloud,79520,Yes,Cloud
Near_to_Fog,3325,Yes,Fog
Only_to_Cloud,39984,No,Cloud
Only_to_Cloud,17448,Yes,Cloud
Only_to_Cloud,94951,No,Cloud
Near_to_Fog,39887,No,Cloud
Near_to_Fog,90629,Yes,Fog
Near_to_Fog,24311,No,Cloud
Near_to_Fog,27921,Yes,Fog
Only_to_Cloud,7697,Yes,Cloud
Near_to_Fog,88765,Yes,Fog
Only_to_Cloud,47770,Yes,Cloud
Only_to_Cloud,46700,Yes,Cloud
Only_to_Cloud,75240,Yes,Cloud
Near_to_Fog,51077,No,Cloud
Near_to_Fog,98398,Yes,Fog
Near_to_Fog,77809,Yes,Fog
Only_to_Cloud,89642,No,Cloud
Near_to_Fog,61823,No,Cloud
Only_to_Cloud,69024,Yes,Cloud
Only_to_Cloud,52121,No,Cloud
Near_to_Fog,77083,Yes,Fog
Near_to_Fog,29835,Yes,Fog
Near_to_Fog,48975,Yes,Fog
Only_to_Cloud,93172,Yes,Cloud
Only_to_Cloud,52786,Yes,Cloud
Only_to_Cloud,44953,No,Cloud
Only_to_Cloud,92686,No,Cloud
Only_to_Cloud,80148,No,Cloud
Near_to_Fog,47913,Yes,Fog
Near_to_Fog,99850,No,Cloud
Only_to_Cloud,84636,Yes,Cloud
Only_to_Cloud,14215,No,Cloud
Only_to_Cloud,61000,No,Cloud
Near_to_Fog,19737,No,Cloud
Near_to_Fog,54194,No,Cloud
Near_to_Fog,52052,No,Cloud
Near_to_Fog,27691,No,Cloud
Only_to_Cloud,30953,Yes,Cloud
Near_to_Fog,39776,No,Cloud
Near_to_Fog,257,Yes,Fog
Only_to_Cloud,17955,No,Cloud
Only_to_Cloud,57383,No,Cloud
Near_to_Fog,81311,No,Cloud
Only_to_Cloud,43115,Yes,Cloud
Near_to_Fog,77116,Yes,Fog
Near_to_Fog,87446,Yes,Fog
Near_to_Fog,68380,Yes,Fog
Only_to_Cloud,61442,No,Cloud
Near_to_Fog,21417,Yes,Fog
Near_to_Fog,1260,No,Cloud
Near_to_Fog,93919,No,Cloud
Near_to_Fog,23184,No,Cloud
Near_to_Fog,81381,No,Cloud
Near_to_Fog,77065,No,Cloud
Only_to_Cloud,76145,No,Cloud
Only_to_Cloud,58977,No,Cloud
Near_to_Fog,72331,No,Cloud
Only_to_Cloud,21126,No,Cloud
Near_to_Fog,67928,No,Cloud
Near_to_Fog,72291,No,Cloud
Near_to_Fog,32903,No,Cloud
Only_to_Cloud,81897,Yes,Cloud
Only_to_Cloud,86183,No,Cloud
Only_to_Cloud,72216,Yes,Cloud
Only_to_Cloud,2607,Yes,Cloud
Only_to_Cloud,39808,No,Cloud
Only_to_Cloud,72375,No,Cloud
Only_to_Cloud,3551,Yes,Cloud
Near_to_Fog,36546,No,Cloud
Near_to_Fog,6530,No,Cloud
Near_to_Fog,99244,Yes,Fog
Only_to_Cloud,36987,No,Cloud
Near_to_Fog,45903,No,Cloud
Only_to_Cloud,67283,Yes,Cloud
Only_to_Cloud,81742,No,Cloud
Only_to_Cloud,66957,No,Cloud
Only_to_Cloud,55358,No,Cloud
Near_to_Fog,80733,No,Cloud
Only_to_Cloud,78610,Yes,Cloud
Near_to_Fog,23158,No,Cloud
Near_to_Fog,9297,Yes,Fog
Near_to_Fog,5328,No,Cloud
Near_to_Fog,3616,No,Cloud
Only_to_Cloud,99435,Yes,Cloud
Near_to_Fog,28989,Yes,Fog
Near_to_Fog,39461,Yes,Fog
Near_to_Fog,86876,No,Cloud
Near_to_Fog,47554,No,Cloud
Only_to_Cloud,98799,Yes,Cloud
Only_to_Cloud,23563,Yes,Cloud
Near_to_Fog,805,No,Cloud
Near_to_Fog,38196,Yes,Fog
Near_to_Fog,27251,Yes,Fog
Only_to_Cloud,48266,Yes,Cloud
Near_to_Fog,63845,Yes,Fog
Near_to_Fog,97512,Yes,Fog
Near_to_Fog,19326,No,Cloud
Near_to_Fog,26871,No,Cloud
Only_to_Cloud,67940,Yes,Cloud
Only_to_Cloud,78534,No,Cloud
Only_to_Cloud,54555,No,Cloud
Near_to_Fog,79592,No,Cloud
Near_to_Fog,40022,Yes,Fog
Only_to_Cloud,91216,No,Cloud
Near_to_Fog,20290,No,Cloud
Near_to_Fog,91479,Yes,Fog
Only_to_Cloud,31260,Yes,Cloud
Near_to_Fog,48903,Yes,Fog
Near_to_Fog,8206,Yes,Fog
Near_to_Fog,45675,No,Cloud
Near_to_Fog,26329,No,Cloud
Only_to_Cloud,22228,Yes,Cloud
Only_to_Cloud,16879,No,Cloud
Near_to_Fog,72830,Yes,Fog
Near_to_Fog,26193,Yes,Fog
Only_to_Cloud,69813,No,Cloud
Near_to_Fog,27798,Yes,Fog
Near_to_Fog,79904,No,Cloud
Only_to_Cloud,30437,Yes,Cloud
Near_to_Fog,56955,No,Cloud
Only_to_Cloud,87434,Yes,Cloud
Near_to_Fog,45711,No,Cloud
Near_to_Fog,31253,No,Cloud
Only_to_Cloud,82976,Yes,Cloud
Near_to_Fog,22072,Yes,Fog
Only_to_Cloud,75131,No,Cloud
Only_to_Cloud,57897,No,Cloud
Near_to_Fog,58739,Yes,Fog
Near_to_Fog,50728,No,Cloud
Near_to_Fog,19766,Yes,Fog
Only_to_Cloud,55810,No,Cloud
Near_to_Fog,79990,Yes,Fog
Near_to_Fog,96188,Yes,Fog
Near_to_Fog,4985,No,Cloud
Near_to_Fog,88719,Yes,Fog
Only_to_Cloud,96248,Yes,Cloud
Only_to_Cloud,44117,Yes,Cloud
Only_to_Cloud,38805,Yes,Cloud
Near_to_Fog,27013,Yes,Fog
Near_to_Fog,73243,Yes,Fog
Only_to_Cloud,94092,Yes,Cloud
Near_to_Fog,73734,No,Cloud
Near_to_Fog,63670,Yes,Fog
Only_to_Cloud,42116,No,Cloud
Near_to_Fog,15661,Yes,Fog
Near_to_Fog,80667,Yes,Fog
Near_to_Fog,48376,Yes,Fog
Only_to_Cloud,22990,No,Cloud
Near_to_Fog,14221,Yes,Fog
Only_to_Cloud,88349,No,Cloud
Near_to_Fog,25664,No,Cloud
Only_to_Cloud,77257,Yes,Cloud
Only_to_Cloud,70990,No,Cloud
Near_to_Fog,69264,Yes,Fog
Only_to_Cloud,17145,No,Cloud
Near_to_Fog,85322,Yes,Fog
Only_to_Cloud,17379,No,Cloud
Only_to_Cloud,62060,Yes,Cloud
Only_to_Cloud,96312,No,Cloud
Near_to_Fog,54379,No,Cloud
Near_to_Fog,91461,Yes,Fog
Near_to_Fog,21021,Yes,Fog
Near_to_Fog,21036,No,Cloud
Only_to_Cloud,69555,No,Cloud
Near_to_Fog,78702,Yes,Fog
Near_to_Fog,87079,Yes,Fog
Near_to_Fog,65,Yes,Fog
Only_to_Cloud,35658,Yes,Cloud
Only_to_Cloud,45590,Yes,Cloud
Near_to_Fog,9073,No,Cloud
Only_to_Cloud,54788,Yes,Cloud
Near_to_Fog,24004,No,Cloud
Only_to_Cloud,85687,Yes,Cloud
Near_to_Fog,16685,Yes,Fog
Only_to_Cloud,7406,Yes,Cloud
Only_to_Cloud,19439,Yes,Cloud
Only_to_Cloud,14831,No,Cloud
Only_to_Cloud,69886,No,Cloud
Only_to_Cloud,4116,No,Cloud
Only_to_Cloud,26012,Yes,Cloud
Only_to_Cloud,88185,No,Cloud
Near_to_Fog,25474,No,Cloud
Only_to_Cloud,2332,Yes,Cloud
Only_to_Cloud,3176,Yes,Cloud
Only_to_Cloud,31677,Yes,Cloud
Near_to_Fog,24010,No,Cloud
Only_to_Cloud,83692,No,Cloud
Near_to_Fog,88630,Yes,Fog
Near_to_Fog,54896,Yes,Fog
Only_to_Cloud,29566,Yes,Cloud
Only_to_Cloud,16779,Yes,Cloud
Near_to_Fog,699,No,Cloud
Only_to_Cloud,57054,No,Cloud
Near_to_Fog,78617,Yes,Fog
Only_to_Cloud,15524,No,Cloud
Only_to_Cloud,63758,No,Cloud
Near_to_Fog,8017,Yes,Fog
Near_to_Fog,7814,Yes,Fog
Only_to_Cloud,40241,No,Cloud
Near_to_Fog,70365,No,Cloud
Only_to_Cloud,3974,No,Cloud
Near_to_Fog,11252,No,Cloud
Only_to_Cloud,36056,Yes,Cloud
Near_to_Fog,15927,No,Cloud
Near_to_Fog,37653,Yes,Fog
Near_to_Fog,89881,Yes,Fog
Only_to_Cloud,71152,Yes,Cloud
Only_to_Cloud,82208,No,Cloud
Near_to_Fog,49442,No,Cloud
Only_to_Cloud,98651,Yes,Cloud
Only_to_Cloud,37206,No,Cloud
Only_to_Cloud,35190,Yes,Cloud
Near_to_Fog,43215,Yes,Fog
Near_to_Fog,72529,No,Cloud
Only_to_Cloud,53712,No,Cloud
Only_to_Cloud,75183,No,Cloud
Only_to_Cloud,52069,Yes,Cloud
Near_to_Fog,99752,No,Cloud
Near_to_Fog,95018,No,Cloud
Only_to_Cloud,42138,Yes,Cloud
Near_to_Fog,56937,No,Cloud
Only_to_Cloud,78937,No,Cloud
Near_to_Fog,34440,No,Cloud
Only_to_Cloud,36265,No,Cloud
Only_to_Cloud,40600,Yes,Cloud
Near_to_Fog,90314,Yes,Fog
Near_to_Fog,81640,No,Cloud
Near_to_Fog,84899,No,Cloud
Only_to_Cloud,58138,Yes,Cloud
Near_to_Fog,8105,No,Cloud
Only_to_Cloud,24464,Yes,Cloud
Only_to_Cloud,38803,No,Cloud
Only_to_Cloud,6531,Yes,Cloud
Near_to_Fog,25505,Yes,Fog
Only_to_Cloud,33292,No,Cloud
Near_to_Fog,66976,Yes,Fog
Only_to_Cloud,86986,No,Cloud
Near_to_Fog,35619,No,Cloud
Only_to_Cloud,16492,Yes,Cloud
Only_to_Cloud,11970,Yes,Cloud
Only_to_Cloud,42120,Yes,Cloud
Only_to_Cloud,69788,Yes,Cloud
Only_to_Cloud,86786,Yes,Cloud
Near_to_Fog,93562,No,Cloud
Only_to_Cloud,97361,Yes,Cloud
Near_to_Fog,75042,No,Cloud
Near_to_Fog,15858,Yes,Fog
Only_to_Cloud,9805,No,Cloud
Only_to_Cloud,6603,Yes,Cloud
Only_to_Cloud,35226,No,Cloud
Only_to_Cloud,13608,No,Cloud
Only_to_Cloud,37473,Yes,Cloud
Only_to_Cloud,83086,Yes,Cloud
Only_to_Cloud,56204,No,Cloud
Only_to_Cloud,19445,No,Cloud
Only_to_Cloud,96808,Yes,Cloud
Only_to_Cloud,2151,No,Cloud
Near_to_Fog,19807,Yes,Fog
Only_to_Cloud,36110,Yes,Cloud
Only_to_Cloud,78699,Yes,Cloud
Only_to_Cloud,78630,Yes,Cloud
Near_to_Fog,14659,Yes,Fog
Only_to_Cloud,36153,Yes,Cloud
Near_to_Fog,38285,No,Cloud
Near_to_Fog,72323,Yes,Fog
Near_to_Fog,725,No,Cloud
Only_to_Cloud,39024,Yes,Cloud
Near_to_Fog,86191,Yes,Fog
Near_to_Fog,56172,No,Cloud
Near_to_Fog,56465,No,Cloud
Near_to_Fog,77920,No,Cloud
Only_to_Cloud,15098,Yes,Cloud
Near_to_Fog,12235,Yes,Fog
Only_to_Cloud,97726,Yes,Cloud
Near_to_Fog,36756,No,Cloud
Near_to_Fog,86624,Yes,Fog
Near_to_Fog,7354,No,Cloud
Only_to_Cloud,6545,Yes,Cloud
Near_to_Fog,99447,No,Cloud
Only_to_Cloud,14339,No,Cloud
Only_to_Cloud,77612,No,Cloud
Only_to_Cloud,75528,No,Cloud
Only_to_Cloud,35230,Yes,Cloud
Near_to_Fog,51790,Yes,Fog
Near_to_Fog,19901,No,Cloud
Near_to_Fog,13649,Yes,Fog
Only_to_Cloud,40892,Yes,Cloud
Only_to_Cloud,39051,No,Cloud
